"","AG","BG","BX","CBH","LAP","NAG","PHOS","SUL"
"A_d3_T15_1","  0.000000"," 43.946444"," 21.799436","  0.000000","  2.808733","  0.000000","139.425324","  1.943112"
"A_d3_T15_2","  0.0000000"," 58.5630828"," 21.1755209","  7.5538603","  0.9873938","  0.0000000","146.7611404","  1.8395785"
"A_d3_T15_3","  0.000000"," 56.583126"," 22.998087","  2.483855","  6.126390","  0.000000","131.724943","  1.662299"
"A_d3_T15_4","  0.0000000"," 75.7559960"," 18.2194042","  8.1788801","  1.5475238","  0.0000000","145.0241951","  0.3129836"
"A_d3_T15_5","  0.000000"," 70.354723"," 24.840850","  0.000000","  0.000000","  0.000000","115.950709","  1.155115"
"A_d3_T1_1"," 55.674130"," 58.448177"," 29.942938"," 13.603794"," 22.938308"," 25.234961","227.677762","  6.772664"
"A_d3_T1_2"," 46.716343"," 67.568623"," 33.063197","  9.402267"," 30.106814"," 27.263316","229.919273","  7.808330"
"A_d3_T1_3"," 33.033739"," 66.549608"," 36.820140"," 16.458689"," 26.950575"," 32.427568","242.733986","  7.301919"
"A_d3_T1_4"," 64.603461"," 63.144220"," 37.313082"," 22.311074"," 20.367702"," 28.017611","198.722072","  7.126577"
"A_d3_T1_5"," 87.032801"," 64.580948"," 14.527572","  8.166586"," 15.328884"," 19.370138","178.406059","  5.784856"
"A_d3_T30_1","  6.433605"," 42.421126","  3.155012","  0.000000"," 31.293764","  0.000000","130.552033","  3.578410"
"A_d3_T30_2"," 47.464454"," 48.375468","  0.000000","  0.000000"," 40.728252","  0.000000","126.485519","  4.627276"
"A_d3_T30_3","  0.000000"," 49.645320","  0.000000","  0.000000"," 22.728972","  0.000000","115.608214","  3.434491"
"A_d3_T30_4"," 21.892894"," 46.193479","  0.000000","  0.000000"," 28.445130","  0.000000","128.577775","  3.851653"
"A_d3_T30_5"," 15.332713"," 47.810625","  0.000000","  0.000000"," 29.885347","  0.000000","108.317061","  2.499432"
"A_d3_T5_1"," 63.044858"," 76.374462"," 43.203579"," 25.180898"," 38.522321"," 36.712141","222.005504","  7.744103"
"A_d3_T5_2"," 86.990233"," 49.301942"," 36.760831"," 35.938087"," 43.742561"," 24.852299","199.154043","  7.843691"
"A_d3_T5_3"," 78.690074"," 46.678933"," 22.611063","  5.491505"," 23.479662"," 22.078317","186.699525","  6.999370"
"A_d3_T5_4"," 26.297017"," 61.739573"," 17.820363","  9.754118"," 20.404279"," 22.243054","179.057443","  6.408991"
"A_d3_T5_5"," 20.739561"," 59.477137"," 35.968438"," 26.229658"," 22.859685"," 28.884133","190.309906","  6.222327"
"AxB_d3_T15_1","  6.329471"," 49.987928"," 19.473826","  1.606766"," 15.507985","  0.000000","189.586802","  6.476517"
"AxB_d3_T15_2"," 27.998114"," 53.457479"," 28.927622","  0.000000"," 20.578334","  0.000000","151.296074","  5.537099"
"AxB_d3_T15_3","  6.581229"," 67.477693"," 26.312647"," 13.125672"," 19.392901","  0.000000","143.668340","  4.940738"
"AxB_d3_T15_4"," 12.177765"," 41.273135"," 30.896976","  2.761498"," 16.271231","  0.000000","211.274046","  5.600430"
"AxB_d3_T15_5"," 24.523016"," 44.662693"," 16.598188"," 15.296442"," 15.997307","  0.000000","172.404127","  6.553708"
"AxB_d3_T1_1"," 53.7503913"," 44.6097777"," 36.5353087","  0.6078822"," 26.9415211"," 34.8234185","151.7827596"," 10.3654021"
"AxB_d3_T1_2"," 73.648425"," 34.438993"," 26.865834","  9.009391"," 34.461716"," 30.948412","156.714042"," 10.866451"
"AxB_d3_T1_3","  0.6650703"," 48.1588549"," 29.0240127","  2.8287343"," 23.3931494"," 32.1479996","179.0457458"," 10.1201715"
"AxB_d3_T1_4"," 54.138742"," 34.177394"," 26.112778","  0.000000"," 26.359196"," 28.529315","133.924952","  6.731518"
"AxB_d3_T1_5"," 28.790444"," 44.994470"," 22.403104","  1.011568"," 13.467335"," 34.815910","162.933586","  9.466920"
"AxB_d3_T30_1"," 39.390334"," 58.159768","  0.000000","  0.000000"," 25.094499","  0.000000","139.625535","  5.153521"
"AxB_d3_T30_2"," 16.206912"," 36.223451","  2.477295","  0.000000"," 14.078442","  0.000000","145.093937","  3.884975"
"AxB_d3_T30_3"," 25.086771"," 50.872920","  5.031305","  0.000000"," 31.759645","  0.000000","115.599579","  4.453046"
"AxB_d3_T30_4"," 16.7123040"," 59.3216262","  0.1641364","  0.0000000"," 32.1738454","  0.0000000","150.1373356","  4.6085900"
"AxB_d3_T30_5"," 10.517013"," 50.630434","  0.000000","  0.000000"," 35.407928","  0.000000","126.033713","  4.984941"
"AxB_d3_T5_1"," 81.66694"," 58.43360"," 44.32265"," 22.34576"," 30.03612"," 34.95116","166.22075"," 10.67850"
"AxB_d3_T5_2","109.26931"," 41.98067"," 36.28025"," 22.88248"," 33.01797"," 41.23152","177.16042","  9.64617"
"AxB_d3_T5_3"," 62.63186"," 52.25573"," 44.32679"," 14.72764"," 27.06318"," 36.81672","176.60681"," 10.61956"
"AxB_d3_T5_4"," 77.63007"," 48.62249"," 38.97794"," 16.28788"," 27.11104"," 41.41312","153.25267"," 10.62154"
"AxB_d3_T5_5"," 78.867466"," 50.670613"," 43.752548"," 19.218048"," 27.648613"," 35.644844","189.985354","  9.850008"
"B_d3_T15_1","  0.000000"," 47.469417"," 47.708229","  4.202529"," 14.328550","  0.000000","140.137199","  7.090355"
"B_d3_T15_2"," 27.564376"," 29.337141"," 59.158018","  0.000000"," 15.703452","  0.000000","123.496106","  5.604831"
"B_d3_T15_3","  9.146824"," 33.197955"," 68.162041","  1.393922"," 11.908566","  0.000000","137.091361","  7.183600"
"B_d3_T15_4","  0.000000"," 41.803758"," 47.158280","  5.968705"," 18.779713","  0.000000","127.064956","  8.026071"
"B_d3_T15_5","  0.000000"," 36.910019"," 47.414035","  0.000000"," 14.102094","  0.000000","148.475636","  6.649611"
"B_d3_T1_1"," 59.878716"," 28.402969"," 36.230656","  9.111922"," 29.669331"," 37.405329","190.795102"," 13.203922"
"B_d3_T1_2"," 60.98971"," 32.64890"," 38.53736"," 29.01873"," 28.47695"," 47.36050","196.17486"," 12.84463"
"B_d3_T1_3","108.96891"," 33.86509"," 51.08645"," 21.85486"," 45.44103"," 49.87933","199.89655"," 14.09228"
"B_d3_T1_4"," 71.25378"," 44.31936"," 56.33135"," 39.70933"," 32.12384"," 53.45774","183.28044"," 12.59865"
"B_d3_T1_5","125.53061"," 28.47056"," 53.76496"," 42.39109"," 28.89708"," 59.87541","218.26057"," 12.14569"
"B_d3_T30_1"," 48.964900"," 40.464426","  2.369238","  0.000000"," 30.458839","  0.000000","101.672626","  5.345591"
"B_d3_T30_2"," 64.927066"," 32.673698","  0.000000","  0.000000"," 29.018485","  0.000000","102.087416","  4.826115"
"B_d3_T30_3","31.188373","25.053489"," 0.000000"," 0.000000","29.085753"," 0.000000","96.248023"," 5.981917"
"B_d3_T30_4"," 42.682338"," 34.510494","  0.000000","  0.000000"," 23.810312","  0.000000","109.802376","  6.107844"
"B_d3_T30_5","75.157399","29.355705"," 0.000000"," 0.000000","29.278448"," 0.000000","96.443534"," 5.716225"
"B_d3_T5_1"," 49.932008"," 40.643239"," 42.984001"," 22.857779"," 23.564624"," 48.357094","131.335350","  9.805008"
"B_d3_T5_2"," 51.57853"," 40.92154"," 47.48741"," 15.71346"," 42.13937"," 40.56885","150.29512","  8.67516"
"B_d3_T5_3"," 97.170916"," 56.157070"," 43.746501"," 22.742359"," 33.343222"," 41.297386","133.031110","  9.644546"
"B_d3_T5_4","141.92550"," 39.51957"," 66.92065"," 36.25779"," 35.71535"," 46.75049","141.60204"," 12.40579"
"B_d3_T5_5","128.550904"," 31.144824"," 40.870491"," 16.670112"," 41.620718"," 37.869217","134.284390","  9.842508"
